Id;ResourceName;Name;HasBmpCollection;HasBmpItem;HasAct
5653;다크네스헬름;Darkness Helm;True;True;True
5654;신성한마칭햇;Red Marching Hat;True;True;True
5655;흑사왕의모자;Dark Snake Lord Hat;True;True;True
5656;스쿠터헬멧;Scooter Helm;True;True;True
5657;앤티크담뱃대;Captain's Pipe;True;True;True
5658;임프모자;Imp Hat;True;True;True
5659;슬리퍼모자;Sleeper Hat;True;True;True
5660;그리폰모자;Gryphon Hat;True;True;True
5661;붉은해적두건;Red Pirate Bandana;True;True;True
5662;천칭궁왕관;Libra Crown;True;True;True
5663;천칭궁보관;Libra Diadem;True;True;True
5664;필리르의날개;Filir's Pinions;True;True;True
5665;무속인의모자;Shaman Hat;True;True;True
5666;금관모자;Crown Cap;True;True;True
5667;해골후드;Skull Hood;True;True;True
5668;호박모자;Mysterious Pumpkin Hat;True;True;True
5669;포링파티모자;Poring Party Hat;True;True;True
5670;애니버서리별모자;Anniversary Thief Hat;True;True;True
5671;늘어진모로크의현신;Drooping Incarnation of Morocc;True;True;True
5672;서전크로스;Southern Cross;True;True;True
5673;고향의벚꽃;Hometown Sakura;True;True;True
5674;돼지저금통;Piggie Bank;True;True;True
5675;포링편지;Poring Letter;True;True;True
5676;천헐궁왕관;Scorpio Crown;True;True;True
5677;천헐궁보관;Scorpio Diadem;True;True;True
5678;악보머리띠;Musical Note Headband;True;True;True
5679;엔지니어캡;Engineer Cap;True;True;True
5680;매의눈;Hawk Eye;True;True;True
5681;리본_초록;Green Ribbon;True;True;True
5682;트라이앵글룬캡;Triangle Rune Cap;True;True;True
5683;마제스틱고우트;Majestic Goat Model;True;True;True
5684;쥬얼크라운;Jewel Crown;True;True;True
5685;프론테라군모;Knight's Army Cap;True;True;True
5686;깃털모자;Feather Bonnet;True;True;True
5687;오크족헬름;Orc Helm;True;True;True
5688;2009러브대디;2009 Love Dad;False;False;False
5689;개미여왕의왕관;Queen Ants Crown;False;False;False
5690;프리스트의모자;Red Wing Hat;True;True;True
5691;사치의모자;Sailor's Bandana;True;True;True
5692;리프캣모자;Sea Cat Hat;True;True;True
5693;NOFEAR언더웨어;NoFear Underwear;True;True;True
5694;NOFEAR파워헤드기어;NoFear Headband;True;True;True
5737;선인장모자;Cactus Hat;True;True;True
5738;눈사람모자;Snowman Hat;True;True;True
5739;인마궁왕관;Sagittarius Crown;True;True;True
5740;인마궁보관;Sagittarius Diadem;True;True;True
5741;장식용알껍질;Eternal Egg Skin Hat;True;True;True
5742;루돌프산타모;Rudolf Santa Hat;True;True;True
5743;귤꼭지모자;Orange Hat;True;True;True
5744;마갈궁왕관;Capricorn Crown;True;True;True
5745;마갈궁보관;Capricorn Diadem;True;True;True
5746;룬서클릿;Rune Circlet;True;True;True
5747;미트라;Mitra;True;True;True
5748;스나이퍼고글;Sniper Goggle;True;True;True
5749;드라이버밴드;Driver Band;True;True;True
5750;그림자공작;Shadow Handicraft;True;True;True
5751;민스트럴송의모자;Minstrel Song's Hat;True;True;True
5752;마이더스의속삭임;Midas Whisper;True;True;True
5753;마력의돌모자;Magic Stone Hat;True;True;True
5754;불타는혼;Blazing Soul;True;True;True
5755;침묵의집행자;Silent Executor;True;True;True
5756;바람의속삭임;Wind Whisper;True;True;True
5757;복각슈미츠의투구;Dip Schmidt Helm;True;True;True
5758;빈사의백조;Dying Swan;True;True;True
5759;노아의모자;Noah's Hat;True;True;True
5760;드라이버밴드_;Driver Band;True;True;True
5761;나무늘보의모자;Sloth Hat;True;True;True
5762;두네이르투구;Duneyrr Hat;True;True;True
5763;빨간토끼머리띠;Red Bunny Band;True;True;True
5764;토끼보닛;Love Rabbit Hood;True;True;True
5765;검은테일리본;Pitch Black Ribbon;True;True;True
5766;아미스트르캡;Amistr Cap;True;True;True
5767;사무라이마스크;Samurai Mask;True;True;True
5768;벚꽃화관;Sakura Coronet;True;True;True
5769;황금천사조각상;Golden Statue of Angel;True;True;True
5770;폴짝이는포링;Splash Hat;True;True;True
5771;케이크모자;Family Hat;True;True;True
5772;붉은해군모자;Blood Admiral's Hat;True;True;True
5773;해군의베레모;Navy Blue Beret;True;True;True
5774;붉은해적모자;Scallywag's Hat;False;False;False
5775;입에문초코도넛;Chocolate Donut;True;True;True
5776;불타는태양;Blazin Sun;True;True;True
5777;리무버모자;Remover Hat;True;True;True
5778;파란아라라모자;Blue Arara Hat;True;True;True
5779;늘어진보토;Drooping Boto;True;True;True
5780;텐드릴리온모자;Tendrilion Hat;True;True;True
5781;페르시카;Persica;True;True;True
5782;중장보병의투구;Legionaire Helm;True;True;True
5783;노란토끼머리띠;Yellow Bunny Band;True;True;True
5784;핑크토끼머리띠;Pink Bunny Band;True;True;True
5785;그린토끼머리띠;Green Bunny Band;True;True;True
5786;고대요정의귀;Ancient Elven Ears;True;True;True
5788;3D안경;3D Glasses;True;True;True
5789;타나토스의증오가면;Thanatos Odium Mask;True;True;True
5790;트라이앵글룬캡;Mother's Kindness;True;True;True
5791;천하일품라면;Tenkaippin Ramen;True;True;True
5792;물고기핀;Fish Pin;True;True;True
5793;브라질트윈리본;Life Ribbon;True;True;True
5794;3D안경;3D Glasses;True;True;True
5795;빨간드레스햇;Red Dress Hat;True;True;True
5796;갱스카프;Cheering Scarf;True;True;True
5797;갱스카프;Cheering Scarf II;True;True;True
5798;갱스카프;Cheering Scarf III;True;True;True
5799;갱스카프;Cheering Scarf IV;True;True;True
5800;발그레;Blush of Groom;True;True;True
5801;빨간테일리본;Red Tailed Ribbon;True;True;True
5802;코끼리모자;Upgrade Elephant Hat;True;True;True
5803;꽃머리띠;Love Flower Hat;True;True;True
5804;안대;Pirate Eye Bandage;True;True;True
5805;샤프헤드기어;Victorious Coronet;True;True;True
5806;삿갓;Poet Natalia's Hat;True;True;True
5807;깃털모자;Octoberfest Cap;True;True;True
5808;다크바실리움;Dark Basilium;True;True;True
5809;야구모자;Boom Boom Hat;True;True;True
5810;학사모;Ph.D Hat;True;True;True
5811;흰수염;Santa's Beard;True;True;True
5812;햇;Hat of Water Expert;True;True;True
5813;붉은학사모;Red Ph.D Hat;True;True;True
5814;아티아티모자;2011 Pagdayaw;True;True;True
5815;클래식햇;Classic Hat;True;True;True
5816;신카우보이모자;Purple Cowboy Hat;True;True;True
5817;세이프티링;Valentine Token;True;True;True
5818;카니발모자;Carnival Hat;True;True;True
5819;카니발서클릿;Carnival Circlet;True;True;True
5820;검은요정의귀;Black Elven Ears;True;True;True
5821;황금튤립머리핀;Golden Tulip Hairpin;False;False;False
5822;사랑의병아리모자;Love Chick Hat;True;True;True
5823;사랑의화살;Arrow of Love;False;False;False
5824;드레스햇;April Fool's Hat;True;True;True
5825;기사의영예;Knight of Honor Badge;True;True;True
5826;발키리투구;Valkyrie Helm;True;True;True
5827;문자책모자;Book Pile Hat;True;True;True
5828;금반지;Gold Ring of Honor;True;True;True
5829;우든메일;Ordinary Armor;True;True;True
5830;삿갓;Siege Sakkat;True;True;True
5831;왕리본;Siege Big Ribbon;True;True;True
5832;풍차비녀;Siege Vane Hairpin;True;True;True
5833;나들이모자;Siege Picnic Hat;True;True;True
5834;크라운;Siege Crown;True;True;True
5835;티아라;Siege Tiara;True;True;True
5836;학생모;Siege Boy's Cap;True;True;True
5837;선글래스;Siege Sunglasses;True;True;True
5838;핀헬름;Siege Fin Helm;True;True;True
5839;발그레;Siege Blush;True;True;True
5840;요정의귀;Siege Elven Ears;True;True;True
5841;무속인의모자;Shaman Hat;True;True;True
5845;버지볼보드;Buzzy BOL Board;True;True;True
5846;입에문풍선껌;Buzzy BOL Gum;True;True;True
5847;만우절투구;Fools Day Hat;False;False;False
5848;의적_안대;Bandit Disguise;True;True;True
5849;의사_머리띠;Doctor Hairband;True;True;True
5850;골든세비지모자;Golden Savage Hat;True;True;True
5851;태양신의모자;Crown of Summer;True;True;True
5852;성스러운달걀모자;Easter Egg Shell;True;True;True
5855;물의채찍;Fishing Rod;True;True;True
5856;열정의축구공모자;World Cup Hat of Passion;True;True;True
5857;냉철의축구공모자;World Cup Hat of Fight;True;True;True
5858;승리의축구공모자;World Cup Hat of Victory;True;True;True
5859;영광의축구공모자;World Cup Hat of Honor;True;True;True
5864;매지컬부스터;Shadow Booster;True;True;True
5868;무성한콧수염;Bushy Moustache;False;False;False
5869;미믹알껍질;Mimic Egg Shell;True;True;True
5870;토끼머리알껍질;Bunny Egg Shell;False;False;False
5871;픽키알껍질;Picky Egg Shell;True;True;True
5873;지크프리트의투구;Helmet of Siegfried;True;True;True
5874;크림힐트의왕관;Circlet of Kriemhild;True;True;True
5875;브륀힐트의왕관;Diadem of Brynhild;True;True;True
5878;기적의푸른장미;Miracle Blue Rose;True;True;True
5881;바이스비어햇;Weissbier Hat;False;False;False
5900;신의보호;Divine Guard Hat;True;True;True
5901;집중의베레모;Focus Beret;True;True;True
5902;추수의모자;Harvester Hat;True;True;True
5903;죽은자의두건;Deadman Bandana;True;True;True
5904;아주평범한모자;Inconspicuous Hat;True;True;True
5905;리리카모자;Lyrica Hat;True;True;True
5906;오니의뿔;Oni Horns;True;True;True
5907;바다캡틴모자;Sea Captain Hat;True;True;True
5909;발키리의서클릿;Costume Valkyrie Circlet;True;True;True
5914;C나비의날갯짓;Costume Fluttering Butterfly;True;True;True
5915;C천사의베일;Costume Angel Veil;True;True;True
5916;퇴마의글래스;Demon's Glasses;True;True;True
5917;노란스카프;Yellow Scarf;True;True;True
5918;갬블러의씰;Gambler's Seal;True;True;True
5919;애기동백꽃비녀;Camellia Hairpin;True;True;True
5920;메디컬부츠;Medical Boots;True;True;True
5921;괴어의아가미;Fish Monster's Gill;True;True;True
5924;용기사의안대;Dragon Knight's Eyepatch;True;True;True
5933;까마귀천구의가면;Crow Tengu Mask;True;True;True
5936;천상의어둠화염;8Way Wings of Purgatory;True;True;True
5937;비행날개모자;Flight Hat;True;True;True
5938;문어모자;Octopus Hat;True;True;True
5943;아울바이카운트의실크햇;Silk Hat of Owl Viscount;True;True;True
5944;도적두건;Thief Bandana;True;True;True
5945;입에무는빨간연필;Red Pencil in Mouth;True;True;True
5965;폭주하는칩;Riot Chip;True;True;True
5966;카르듀이의귀;Kardui Ears;True;True;True
5967;날으는갈라파고;Flying Galapago;True;True;True
5968;성천사의간호모;Divine Angel Nurse Cap;True;True;True
5969;퀸안즈리벤지;Queen Anne's Revenge;True;True;True
5971;달의안대;Moon Eyepatch;True;True;True
5972;즐거운앵무새;Talking Parrot;True;True;True
5973;고대요정의귀;Ancient Elven Ears;True;True;True
5975;지르타스인형;Stahl Von Kaiser 61 II;True;True;True
5978;입에무는주사기;Toy Syringe;True;True;True
5979;C흩날리는천사의날개;Costume Angel Fluttering;True;True;True
5980;C클래시컬페더햇;Costume Classical Feather Hat;True;True;True
5985;귀족의가면;Noble Mask;True;True;True
9001;수속성알;Poring Egg;True;True;True
9002;화속성알;Drops Egg;True;True;True
9003;독속성알;Poporing Egg;True;True;True
9004;무속성알;Lunatic Egg;True;True;True
9005;화속성알;Picky Egg;True;True;True
9006;풍속성알;Chonchon Egg;True;True;True
9007;풍속성알;Steel Chonchon Egg;True;True;True
9008;풍속성알;Hunter Fly Egg;True;True;True
9009;지속성알;Savage Bebe Egg;True;True;True
9010;지속성알;Baby Desert Wolf Egg;True;True;True
9011;지속성알;Rocker Egg;True;True;True
9012;수속성알;Spore Egg;True;True;True
9013;독속성알;Poison Spore Egg;True;True;True
9014;화속성알;PecoPeco Egg;True;True;True
9015;지속성알;Smokie Egg;True;True;True
9016;지속성알;Yoyo Egg;True;True;True
9017;지속성알;Orc Warrior Egg;True;True;True
9018;언데드알;Munak Egg;True;True;True
9019;암속성알;Dokkaebi Egg;True;True;True
9020;수속성알;Sohee Egg;True;True;True
9021;암속성알;Isis Egg;True;True;True
9022;지속성알;Green Petite Egg;True;True;True
9023;암속성알;Deviruchi Egg;True;True;True
9024;암속성알;Baphomet Jr. Egg;True;True;True
9025;암속성알;Bongun Egg;True;True;True
9026;무속성알;Zealotus Egg;True;True;True
9027;무속성알;Alice Egg;True;True;True
9028;무속성알;Hard Rice Cake Egg;True;True;True
9029;풍속성알;X-mas Goblin Egg;True;True;True
9030;무속성알;Green Maiden Egg;True;True;True
9031;무속성알;Spring Rabbit Egg;True;True;True
9032;풍속성알;Knife Goblin Egg;True;True;True
9033;화속성알;Flail Goblin Egg;True;True;True
9034;지속성알;Hammer Goblin Egg;True;True;True
9035;화속성알;Red Deleter Egg;True;True;True
9036;암속성알;Diabolic Egg;True;True;True
9037;풍속성알;Wanderer Egg;True;True;True
9038;풍속성알;New Year Doll Egg;True;True;True
9039;풍속성알;Bacsojin Egg;True;True;True
9040;풍속성알;Civil Servant Egg;True;True;True
9041;지속성알;Leaf Cat Egg;True;True;True
9042;암속성알;Loli Ruri Egg;True;True;True
9043;염속성알;Marionette Egg;True;True;True
9044;암속성알;Shinobi Egg;True;True;True
9045;염속성알;Whisper Egg;True;True;True
9046;풍속성알;Goblin Leader Egg;True;True;True
9047;암속성알;Wicked Nymph Egg;True;True;True
9048;암속성알;Miyabi Ningyo Egg;True;True;True
9049;언데드알;Dullahan Egg;True;True;True
9050;무속성알;Medusa Egg;True;True;True
9051;화속성알;Stone Shooter Egg;True;True;True
9052;암속성알;Incubus Egg;True;True;True
9053;무속성알;Golem Egg;True;True;True
9054;암속성알;Nightmare Terror Egg;True;True;True
9055;암속성알;Succubus Egg;True;True;True
9056;화속성알;Imp Egg;True;True;True
9057;무속성알;Taini Egg;True;True;True
9058;무속성알;Christmas Snow Rabbit Egg;True;True;True
9059;암속성알;Tikbalang Egg;True;True;True
9060;지속성알;Domovoi Egg;True;True;True
9061;수속성알;Marin Egg;True;True;True
9062;수속성알;Baby Poring Egg;True;True;True
9063;작은나무알;Chun Tree Egg;False;False;False
9064;코끼리의알;Elephant Pet Egg;False;False;False
9065;고릴라의알;King Kong Pet Egg;False;False;False
9066;라이온의알;QQ Lion Pet Egg;False;False;False
9067;코뿔소의알;Rhino Pet Egg;False;False;False
9068;수속성알;Blue Unicorn Egg;True;True;True
9069;수속성알;Mastering Egg;True;True;True
9070;지속성알;Savage Egg;True;True;True
9071;화속성알;Grand Peco Egg;True;True;True
9074;화속성알;Rubylit Egg;True;True;True
9075;수속성알;Sapphilit Egg;True;True;True
9076;지속성알;Emelit Egg;True;True;True
9077;성속성알;Topalit Egg;True;True;True
9078;암속성알;Amerit Egg;True;True;True
9079;암속성알;Mythlit Egg;True;True;True
9080;성속성알;Tamadora Egg;True;True;True
9087;지속성알;High Orc Egg;True;True;True
9088;성속성알;Angelring Egg;True;True;True
9089;암속성알;Am Mut Egg;True;True;True
9090;암속성알;Little Isis Egg;True;True;True
9091;화속성알;Choco Egg;True;True;True
9092;지속성알;Eggring Egg;True;True;True
9093;암속성알;Hyegun Egg;True;True;True
9094;무속성알;Leaf Lunatic Egg;True;True;True
9095;화속성알;Nine Tails Egg;True;True;True
9096;화속성알;Cat O Nine Tails Egg;True;True;True
9097;화속성알;Diabolic Egg;True;True;True
9098;화속성알;Earth Deleter Egg;True;True;True
9099;무속성알;Teddy Bear Egg;True;True;True
9100;암속성알;Gremlin Egg;True;True;True
9101;스캣레톤이동장;Scatleton Crate;True;True;True
9102;언데드알;Mummy Egg;True;True;True
9103;지속성알;Willow Egg;True;True;True
9104;풍속성알;Roween Egg;True;True;True
9105;암속성알;Hodremlin Egg;True;True;True
9106;화속성알;Metaller Egg;True;True;True
9107;언데드알;Ancient Mummy Egg;True;True;True
9108;언데드알;Abandoned Teddy Bear Egg;True;True;True
9109;하트스크롤;Sweet Drops Egg;True;True;True
9111;Phreeoni_Egg;Phreeoni Egg;True;True;True
9112;Moonlight_Egg;Moonlight Flower Egg;True;True;True
9113;Roost_Of_Skelion;Roost of Skelion;True;True;True
9115;대만백소진스크롤;Bacsojin Egg;True;True;True
9116;암속성알;Rigid Nightmare Terror Egg;True;True;True
9117;풍속성알;Contaminated Wanderer Egg;True;True;True
9118;무속성알;Eliot Egg;True;True;True
9119;무속성알;Alicel Egg;True;True;True
9120;무속성알;Aliza Egg;True;True;True
9121;Ork_Hero_EGG;Orc Hero Egg;True;True;True
9122;Gloom_Under_Egg;Gloom Under Night Egg;True;True;True
9123;Ep_17_2_C_Admin1_Egg;Child Admin Beta Egg;True;True;True
9124;Ep_17_2_C_Admin2_Egg;Child Admin Alpha Egg;True;True;True
10001;동물의머리뼈;Skull Helm;True;True;True
10002;몬스터마스크;Monster Oxygen Mask;True;True;True
10003;투명머리보호대;Transparent Head Protector;True;True;True
10004;꼭지;Pacifier;True;True;True
10005;패션가발;Wig;True;True;True
10006;여왕의머리장식;Queen's Hair Ornament;True;True;True
10007;실크리본;Silk Ribbon;True;True;True
10008;정신봉;Punisher;True;True;True
10009;야생화;Wild Flower;True;True;True
10010;찌그러진냄비;Battered Pot;True;True;True
10011;별모양머리핀;Stellar Hairpin;True;True;True
10012;작은알껍질;Tiny Egg Shell;True;True;True
10013;책가방;Backpack;True;True;True
10014;메뚜기안경;Rocker Glasses;True;True;True
10015;초록색레이스;Green Lace;True;True;True
10016;금방울;Golden Bell;True;True;True
10017;나무팬츠;Bark Shorts;True;True;True
10018;원숭이머리띠;Monkey Circlet;True;True;True
10019;붉은색머플러;Red Scarf;True;True;True
10020;영환도사검;Grave Keeper's Sword;True;True;True
10021;사과;Circular Headgear;True;True;True
10022;금빛귀걸이;Gold Earring;True;True;True
10023;초록복주머니;Green Jewel Bag;True;True;True
10024;패션안경;Fashionable Glasses;True;True;True
10025;별모양머리띠;Star Hairband;True;True;True
10026;두루마기용술;Tassel for Durumagi;True;True;True
10027;가짜영혼의고리;Pet Soul Ring;True;True;True
10028;멋진휘장;Beautiful Badges;True;True;True
10029;옥노리개;Jade Trinket;True;True;True
10030;여름부채;Summer Fan;True;True;True
10031;죽음의고리_;Ring of Death;True;True;True
10032;코로넷;Queen's Coronet;True;True;True
10033;아프로가발;Afro Hair;True;True;True
10034;무도회가면;Masked Ball;True;True;True
10035;태엽;Spring;True;True;True
10036;지옥의뿔;Horn of Hell;True;True;True
10037;검은나비가면;Black Butterfly Mask;True;True;True
10038;뿔보호대;Horn Barrier;True;True;True
10039;책가방;Patriotic Backpack;True;True;True
10040;빨간방울목걸이;Red Collar Bell;True;True;True
10042;Dark_Mane;Dark Mane;True;True;True
10043;Ep_17_2_C_Admin1_Acc;Little Headdress Beta;True;True;True
10044;Ep_17_2_C_Admin2_Acc;Little Headdress Alpha;True;True;True
13000;대추나무단검;Jujube Dagger;True;True;True
13001;드래곤킬러;Dragon Killer;True;True;True
13002;간눙가가프;Ginnungagap;True;True;True
13003;코워드;Cowardice Blade;True;True;True
13004;코워드;Cowardice Blade;True;True;True
13005;천사의단검;Angelic Wing Dagger;True;True;True
13006;고쿠린;Khukri;True;True;True
13007;짓테;Jitte;True;True;True
13008;짓테;Jitte;True;True;True
13009;카마이타치;Kamaitachi;True;True;True
13010;아슈라;Asura;True;True;True
13011;아슈라;Asura;True;True;True
13012;무라사메;Murasame;True;True;True
13013;무라사메;Murasame;True;True;True
13014;하쿠진;Hakujin;True;True;True
13015;하쿠진;Hakujin;True;True;True
13016;포이즌나이프;Poison Knife;True;True;True
13017;송곳;Ice Pick;True;True;True
13018;수크사마드;Sucsamad;True;True;True
13019;간눙가가프;Ginnungagap;True;True;True
13020;발뭉;Warrior's Balmung;True;True;True
13021;컴뱃나이프;Combat Knife;True;True;True
13022;카운터단검;Dagger of Counter;True;True;True
13023;아슈라;Asura;True;True;True
13024;소드브레이커;Swordbreaker;True;True;True
13025;메일브레이커;Mailbreaker;True;True;True
13026;월광검;Moonlight Sword;True;True;True
13027;메스;Scalpel;True;True;True
13028;투스블레이드;Tooth Blade;True;True;True
13029;프린세스나이프;Prinsense Knife;True;True;True
13030;드래곤킬러;Dragon Killer;True;True;True
13031;소드브레이커;Swordbreaker;True;True;True
13032;메일브레이커;Mailbreaker;True;True;True
13033;어새신대거;Assassin Dagger;True;True;True
13034;사막의황혼;Desert Twilight;True;True;True
13035;모래폭풍;Sandstorm;True;True;True
13036;다마스커스;Brave Assassin's Damascus;True;True;True
13037;다마스커스;Valorous Assassin's Damascus;True;True;True
13038;추적자의단검;Dagger of Hunter;True;True;True
13039;아이보리나이프;Ivory Knife;True;True;True
13040;커터;Novice Cutter;True;True;True
13041;망고슈;Novice Main Gauche;True;True;True
13042;카마이타치;Glorious Gladius;True;True;True
13043;포츈소드;Fortune Sword;True;True;True
13044;송곳;Ice Pick;True;True;True
13045;키마이타치;Kamaitachi;False;False;False
13046;크리그;Krieg;True;True;True
13047;바이나;Weihna;True;True;True
13048;다마스커스;Damascus;True;True;True
13049;라크마;Lacma;True;True;True
13050;위더나이프;Eden Dagger I;True;True;True
13051;코워드;Eden Dagger II;True;True;True
13052;나이프;Traveler's Dagger;True;True;True
13053;월광검;Moonlight Sword;True;True;True
13054;컴뱃나이프;Combat Knife;True;True;True
13055;아슈라;Asura;True;True;True
13056;카운터단검;Dagger of Counter;True;True;True
13061;블랙윙;Black Wing;True;True;True
13062;에인션트대거;Ancient Dagger;True;True;True
13066;흑요석단검;Eden Dagger III;True;True;True
13067;케레스;Keris;True;True;True
13068;전갱이;Saurel;True;True;True
13069;아즈토네일;Aztoe Nail;True;True;True
13070;스칼렛토네일;Scarletto Nail;True;True;True
13071;강화대거;Upgrade Dagger;True;True;True
13072;다마스커스;Bellum Damascus;True;True;True
13073;카운터단검;Dagger of Counter;True;True;True
13074;쿠나이_토;Ninja Cutter;True;True;True
13075;아슈라;Kurenai;True;True;True
13076;나찰검;Raksasa Dagger;True;True;True
13077;카게키리;Kagekiri;True;True;True
13078;미카츠키;Mikatsuki;True;True;True
13079;메탈대거;Metal Dagger;True;True;True
13081;문어조리식칼;Seafood Knife;True;True;True
13083;나이프;TE WoE Knife;True;True;True
13085;카노나이프;Volcano Knife;True;True;True
13086;바제랄드;Goldsmithing Dagger;True;True;True
13088;케레스;Keris Naga;True;True;True
13089;페이스웜의다리;Faceworm Leg;True;True;True
13090;하얀거미다리;Faceworm Queen Leg;True;True;True
13092;RWC메모리나이프;RWC Memory Knife;True;True;True
13093;타노스의단검;Thanos Dagger;True;True;True
13094;다마스커스;Evil Slayer Stabber Dagger;True;True;True
13097;서늘한대거;Blue Dagger;True;True;True
13098;서늘한아슈라;Blue Ashura;True;True;True
13099;서늘한나이프;Blue Knife;True;True;True
13100;식스슈터;Six Shooter;True;True;True
13101;식스슈터;Six Shooter;True;True;True
13102;크림즌볼트;Crimson Bolt;True;True;True
13103;크림즌볼트;Crimson Bolt;True;True;True
13104;더개리슨;Garrison;True;True;True
13105;더개리슨;Garrison;True;True;True
13106;골드룩스;Gold Lux;True;True;True
13107;황야의무법자;Wasteland's Outlaw;True;True;True
13108;식스슈터;Soldier Revolver;True;True;True
13109;황야의무법자;Wasteland's Outlaw;True;True;True
13110;골드룩스;Glorious Pistol;True;True;True
13111;크림즌볼트;Sharpshooter Revolver;True;True;True
13112;식스슈터;Eden Revolver I;True;True;True
13113;크림즌볼트;Eden Revolver II;True;True;True
13114;더개리슨;Eden Revolver III;True;True;True
13115;강화리볼버;Upgrade Revolver;True;True;True
13116;식스슈터;Novice Revolver;True;True;True
13117;식스슈터;TE WoE Gun;True;True;True
13118;더개리슨;Fading Flame;True;True;True
13119;더개리슨;Freedom Flame;True;True;True
13120;헤븐즈페더_헬즈파이어;Heaven's Feather & Hell's Fire;True;True;True
13122;알테어_아레스;Altair & Ares;True;True;True
13124;알테어_아레스;Altair & Ares;True;True;True
13125;메탈리볼버;Metal Revolver;True;True;True
13126;더개리슨;Infinity Handgun;True;True;True
13127;진홍의리볼버;Crimson Revolver;True;True;True
13128;사념의리볼버;Vicious Mind Revolver;True;True;True
13129;결속의리볼버;Unity Revolver;True;True;True
13132;메탈리볼버;Enhanced Metal Revolver;True;True;True
13136;알테어_아레스;Trial Rebel's Revolver;True;True;True
13138;다크로즈;Dark Rose;True;True;True
13144;디바핸드건;Beginner Rebel's Revolver;True;True;True
13146;Calf_Deathadder;Calf Deathadder;True;True;True
13150;라이플;Branch;True;True;True
13151;더사이클론;Cyclone;True;True;True
13152;더사이클론;Cyclone;True;True;True
13153;더스크;Dusk;True;True;True
13154;싱글샷건;Rolling Stone;True;True;True
13155;더블샷건;Black Rose;True;True;True
13156;게이트키퍼;Gate Keeper;True;True;True
13157;드리프터;Drifter;True;True;True
13158;붓쳐;Butcher;True;True;True
13159;붓쳐;Butcher;True;True;True
13160;디스트로이어;Destroyer;True;True;True
13161;디스트로이어;Destroyer;True;True;True
13162;인페르노;Inferno;True;True;True
13163;롱바렐;Long Barrel;True;True;True
13164;롱바렐;Long Barrel;True;True;True
13165;정글카빈;Jungle Carbine;True;True;True
13166;정글카빈;Jungle Carbine;True;True;True
13167;게이트키퍼DD;Gate Keeper-DD;True;True;True
13168;썬더P;THUNDER-P;True;True;True
13169;썬더P;THUNDER-P;True;True;True
13170;레버액션라이플;Lever Action Rifle;True;True;True
13171;더사이클론;Soldier Rifle;True;True;True
13172;드리프터;Soldier Gatling Gun;True;True;True
13173;게이트키퍼;Soldier Shotgun;True;True;True
13174;디스트로이어;Soldier Grenade Launcher;True;True;True
13175;레버액션라이플;Lever Action Rifle;True;True;True
13176;롱바렐;Glorious Rifle;True;True;True
13177;드리프터;Glorious Gatling Gun;True;True;True
13178;더블샷건;Glorious Shotgun;True;True;True
13179;인페르노;Glorious Grenade Launcher;True;True;True
13180;라이플;Novice Rifle;True;True;True
13181;싱글샷건;Novice Shotgun;True;True;True
13182;드리프터;Novice Gatling Gun;True;True;True
13183;디스트로이어;Novice Grenade Launcher;True;True;True
13184;롱바렐;TE WoE Rifle;True;True;True
13185;드리프터;TE WoE Gatling Gun;True;True;True
13186;게이트키퍼;TE WoE Shotgun;True;True;True
13187;디스트로이어;TE WoE Grenade Launcher;True;True;True
13189;컬러스코프;Color Scope;True;True;True
13190;RAG203;RAG203;True;True;True
13192;데스파이어;Death Fire;True;True;True
13193;롤링썬더;Rolling Thunder;True;True;True
13194;피스브레이커;Peace Breaker;True;True;True
13195;RAG203;RAG203;True;True;True
13196;피스브레이커;Peace Breaker;True;True;True
13197;미니메이;Minigun;True;True;True
13198;템페스트;Tempest;True;True;True
13199;템페스트;Tempest;True;True;True
13300;풍마_편익;Huuma Wing Shuriken;True;True;True
13301;풍마_대차륜;Huuma Giant Wheel Shuriken;True;True;True
13302;풍마_대차륜;Huuma Giant Wheel Shuriken;True;True;True
13303;풍마_열화;Huuma Blaze Shuriken;True;True;True
13304;풍마_명정;Huuma Calm Mind;True;True;True
13305;풍마_대차륜;Brave Huuma Front Shuriken;True;True;True
13306;풍마_대차륜;Valorous Huuma Front Shuriken;True;True;True
13307;풍마_명정;Glorious Shuriken;True;True;True
13308;풍마_열화;Huuma Blaze Shuriken;True;True;True
13309;풍마_대차륜;Huuma Giant Wheel Shuriken;True;True;True
13310;풍마_명정;Eden Huuma Shuriken I;True;True;True
13311;풍마_대차륜;Huuma Shadow;True;True;True
13312;풍마_명정;Huuma Job Test;True;True;True
13313;풍마_난화;Huuma Swirling Petal;True;True;True
13314;풍마_난설;Huuma Fluttering Snow;True;True;True
13315;풍마_뇌우;Huuma Thunderstorm;True;True;True
13316;강화풍마수리검;Upgrade Huuma Shuriken;True;True;True
13317;풍마_명정;TE WoE Huuma Shuriken;True;True;True
13322;메탈풍마수리검;Huuma Metal Shuriken;True;True;True
13323;풍마_명정;Infinity Shuriken;True;True;True
13327;진홍의풍마수리검;Crimson Huuma Shuriken;True;True;True
13328;사념의풍마수리검;Vicious Mind Huuma Shuriken;True;True;True
13329;결속의수리검;Unity Huuma Shuriken;True;True;True
13330;메탈풍마수리검;Enhanced Metal Huuma Shuriken;True;True;True
