Id;ResourceName;Name;HasBmpCollection;HasBmpItem;HasAct
12279;염의주문서;Undead Elemental Scroll;;;;
12280;빛의주문서;Holy Elemental Scroll;;;;
12281;오래된노란상자;Event Treasure Box;;;;
12282;고급주머니;Pearl Bag;;;;
12283;고급주머니;Pearl Bag50;;;;
12284;감기약;aRO Special Pills;;;;
12286;햇빛의상자;Masquerade Ball Box2;;;;
12287;러브앤젤;Love Angel Magic Powder;;;;
12288;스퀴럴;Squirrel Magic Powder;;;;
12289;고고;Gogo Magic Powder;;;;
12290;신묘_통조림;Mysterious Can;;;;
12291;신묘_패트병;Mysterious PET Bottle;;;;
12292;덜익은이그열매;Unripe Yggdrasilberry;;;;
12293;건조이그열매;Dried Yggdrasilberry;;;;
12294;햇빛의상자;PC Cafe Coin Box 1;;;;
12295;햇빛의상자;PC Cafe Coin Box 2;;;;
12296;햇빛의상자;PC Cafe Coin Box 3;;;;
12297;햇빛의상자;PC Cafe Coin Box 4;;;;
12298;마녀의물약;SP Consumption Reduction Potion;;;;
12299;마법의호리병;Mega Resist Potion;;;;
12300;악마소환서;Wild Rose Contract;;;;
12301;악마소환서;Doppelganger Contract;;;;
12302;악마소환서;Egnigem Cenia Contract;;;;
12303;성수;Blessing of Water;;;;
12304;그림일기;Diary Magic Powder;;;;
12305;미니하트;Mini Heart Magic Powder;;;;
12306;새내기;Freshman Magic Powder;;;;
12307;꼬꼬마;Kid Magic Powder;;;;
12308;마법의성;Magic Magic Powder;;;;
12309;짱구;JJangu Magic Powder;;;;
12310;꽃가지;Spray of Flowers;;;;
12311;커다란꽃가지;Huge Spray of Flowers;;;;
12312;전투교범;Thick Battle Manual;;;;
12313;소녀의팬레터;Guardian Angel;;;;
12314;금보물상자;Adventurer Returns Support Box;;;;
12315;부케;Goddess of Blessing;;;;
12316;천사의날개깃털;Angel's Blessing;;;;
12317;빙섬석;Snow Powder;;;;
12318;바늘쌈지;Small Heart;;;;
12319;수제초콜렛_;Rune Strawberry Cake;;;;
12320;덱요리03;Schwartzwald Pine Jubilee;;;;
12321;덱요리04;Arunafeltz Desert Sandwich;;;;
12322;단단한등껍질;Chocolate Pie;;;;
12323;파리의날개;[NotForSale] Novice Fly Wing;;;;
12324;나비의날개;Novice Butterfly Wing;;;;
12325;돋보기;Novice Magnifier;;;;
12326;폭죽;Firecracker;;;;
12327;행운의부적;Lucky Charm;;;;
12328;행복의부적;Lucky Charm;;;;
12329;소환서_검;Support Game Master;;;;
12330;소환서_검;Support Game Master;;;;
12331;갈색뿌리;Ginseng;;;;
12332;카옹;Fruit Juice;;;;
12333;안실라;Ancilla;;;;
12334;빨간상자;Treasure Edition Helm Box;;;;
12335;꼬치구이;Delicious Grilled Skewer;;;;
12336;버섯구이;Grilled Mushroom;;;;
12337;소시지구이;Grilled Sausages;;;;
12338;옥수수구이;Grilled Corn;;;;
12339;오래된노란상자;Treasure Edition Box;;;;
12340;노란향신료;Chewy Rice Powder;;;;
12341;탄약통;Special Alloy Trap Box;;;;
12342;감기약;Manuk's Opportunity;;;;
12343;하늘색감기약;Manuk's Courage;;;;
12344;스위트바나나;Pinguicula's Fruit Jam;;;;
12345;카옹;Luciola's Honey Jam;;;;
12346;도토리;Unripe Acorn;;;;
12347;구약사탕;Acorn Jelly;;;;
12348;분홍색감기약;Manuk's Faith;;;;
12349;식용유;Cornus' Tears;;;;
12350;엔젤링포션;Angelring Potion;;;;
12351;고함메가폰;Shouting Megaphone;;;;
12352;빛의주문서;Dungeon Teleport Scroll 3;;;;
12353;작은물병;Small Water Bottle;;;;
12354;부쉬드노엘;Buche De Noel;;;;
12355;선물상자_4;Xmas Gift;;;;
12356;빨간상자;Louise Costume Box;;;;
12357;잘구운쿠키;Gingerbread Cookie;;;;
12358;바람의부채;Fan of Wind;;;;
12359;히나레의잎사귀;Very Soft Plant;;;;
12360;새빨간쥬스;Very Red Juice;;;;
12361;맛있는빙수;Delicious Shaved Ice;;;;
12362;쿠로렌;Kuloren;;;;
12363;맞춤관;Ghost Coffin;;;;
12364;지도자의지팡이;Staff of Leader;;;;
12365;탐스러운연꽃;Charming Lotus;;;;
12366;여자아이인형;Girl Doll;;;;
12367;고급양주병;Luxury Whisky Bottle;;;;
12368;화려한거울;Splendid Mirror;;;;
12369;기름야자열매;Coconut Oil;;;;
12370;소녀의순정;Girl's Naivety;;;;
12371;마력의석판;Magical Lithography;;;;
12372;찢어진스크롤;Hell Contract;;;;
12373;안부편지;Boy's Pure Heart;;;;
12374;불꽃얼음;Ice Fireworks;;;;
12375;아까라제;Akaraje;;;;
12376;신묘_통조림;Mysterious Can Mackerel Flavor;;;;
12377;신묘_패트병;Mysterious PET Bottle Ocean Flavor;;;;
12378;떡국;Rice Cake Soup;;;;
12379;교황쿠키;Pope Cookie;;;;
12380;늑대피리;Job Change Flute;;;;
12381;주문서다발;Ancient Language Scroll;;;;
12382;주문서다발;Ancient Language Scroll;;;;
12383;발칸블릿탄창;Vulcan Bullet Magazine;;;;
12384;무지갯빛루비;Rainbow Ruby;;;;
12385;무지갯빛루비;Rainbow Ruby;;;;
12386;무지갯빛루비;Rainbow Ruby;;;;
12387;무지갯빛루비;Rainbow Ruby;;;;
12388;룬스톤_라이도;Trial Rhydo Runestone;;;;
12389;룬스톤_페르쓰;Trial Pertz Runestone;;;;
12390;룬스톤_베르카나;Trial Verkana Runestone;;;;
12391;애니멀스크롤;Lucky Egg;;;;
12392;리페어A;Repair A;;;;
12393;리페어B;Repair B;;;;
12394;리페어C;Repair C;;;;
12395;라면모자;Tantan Noodle;;;;
12396;선물상자;Gift Box?;;;;
12397;선물상자;Gift Box?;;;;
12398;선물상자_3;PC Cafe Gift Box;;;;
12399;보물상자;Castle Treasure Chest;;;;
12400;성수;Water of Blessing;;;;
12402;환약;29 Fruit;;;;
12403;하트스크롤;Lucky Egg II;;;;
12404;바바야가의비약;Energizing Potion;;;;
12405;이그드라실씨앗;Unripe Yggdrasil Seed;;;;
12406;주문서다발;Psychic Armor Scroll;;;;
12407;캐시상자_녹색;PC Cafe Coupon Box;;;;
12408;윈드오브버듀어;Hydra Ball;;;;
12409;썩은고기;1st Class Pork Belly;;;;
12410;썩은고기;Thick Pork Belly;;;;
12411;오래된마법서;HE Battle Manual;;;;
12412;정령의결정02;HE Bubble Gum;;;;
12413;캐시상자_빨강;PC Cafe Coupon Box;;;;
12414;과라나사탕;Guarana Candy;;;;
12415;마녀의주문서;Siege Map Teleport Scroll II;;;;
12416;대만7월7석스크롤;Lucky Egg III;;;;
12417;당근;Boost500;;;;
12418;풀스윙K;Full SwingK;;;;
12419;마나플러스;Mana +;;;;
12420;당근;Muramura(M);;;;
12421;당근;Falmons(F);;;;
12422;HP증가포션_소;HP Increase Potion(Small);;;;
12423;HP증가포션_중;HP Increase Potion(Medium);;;;
12424;HP증가포션_대;HP Increase Potion(Large);;;;
12425;SP증가포션_소;SP Increase Potion(Small);;;;
12426;SP증가포션_중;SP Increase Potion(Medium);;;;
12427;SP증가포션_대;SP Increase Potion(Large);;;;
12428;농축화이트포션Z;Enriched White PotionZ;;;;
12429;세비지통구이;Savage BBQ;;;;
12430;칵테일워그블러드;Warg Blood Cocktail;;;;
12431;마이너양지머리;Minor Brisket;;;;
12432;시로마아이스티;Siroma Icetea;;;;
12433;드로세라허브찜;Drosera Herb Stew;;;;
12434;쁘띠꼬리국수;Petite Tail Noodle;;;;
12435;검은물체;Black Thing;;;;
12436;비타타500;Vitata500;;;;
12437;농축샐러마인즙;Enrich Celermine Juice;;;;
12438;거대한파리날개;Giant Fly Wing;;;;
12439;전투교범;Old Battle Manual;;;;
12440;생명보험증서;Insurance;;;;
12441;풍선껌;Old Bubble Gum;;;;
12442;카프라명함;Kafra Card;;;;
12443;섬광막대;Neuralizer;;;;
12444;빛의주문서;WoE Teleport Scroll;;;;
12445;힘요리10;Steamed Tongue;;;;
12446;어질요리10;Steamed Desert Scorpions;;;;
12447;인트요리10;Dragon Breath Cocktail;;;;
12448;덱요리10;Hwergelmir's Tonic;;;;
12449;럭요리10;Nine Tail;;;;
12450;바탈요리10;Stew of Immortality;;;;
12451;나비의날개;Yellow Butterfly Wing;;;;
12452;나비의날개;Green Butterfly Wing;;;;
12453;나비의날개;Red Butterfly Wing;;;;
12454;나비의날개;Blue Butterfly Wing;;;;
12455;마녀의주문서;WoE Teleport Scroll;;;;
12456;대지의주문서;Greed Scroll;;;;
12457;햇빛의상자;Glass of Illusion;;;;
12458;그린에일;Abrasive;;;;
12459;싸고;Medium Life Potion;;;;
12460;굴라만;Small Life Potion;;;;
12461;초록에일;Regeneration Potion;;;;
12462;마카푸노;Big Magic Defense Potion;;;;
12463;마카푸노;Small Magic Defense Potion;;;;
12464;랑카;Big Defense Potion;;;;
12465;랑카;Small Defense Potion;;;;
12466;빛의주문서;Level 10 Blessing Scroll;;;;
12467;빛의주문서;Level 10 Increase Agility Scroll;;;;
12468;빛의주문서;Level 5 Aspersio Scroll;;;;
12469;빛의주문서;Level 5 Assumptio Scroll;;;;
12470;엘리멘탈_풍;Level 10 Wind Walk Scroll;;;;
12471;불의주문서;Level 5 Adrenaline Rush Scroll;;;;
12472;볼록거울;Convex Mirror;;;;
12473;캐시상자_빨강;RWC Reception Participant Memorial Box;;;;
12474;캐시상자_빨강;RWC Final Participant Memorial Box;;;;
12475;큐어프리;Cure Free;;;;
12476;캐시상자_노랑;PC Cafe Coupon Box;;;;
12477;선물상자_4;Gift Package;;;;
12478;PRO선물상자;Box of Opportunity;;;;
12479;번호상자01;Caracas Ring Box;;;;
12480;캐시상자_녹색;Attendance 3day Box;;;;
12481;캐시상자_녹색;Attendance 7day Box;;;;
12482;캐시상자_녹색;Attendance 10day Box;;;;
12483;캐시상자_녹색;Attendance 15day Box;;;;
12484;캐시상자_녹색;Attendance 20day Box;;;;
12485;캐시상자_녹색;Attendance 25day Box;;;;
12486;오래된노란상자;Gold PC Cafe 1etc Box;;;;
12487;캐시상자_녹색;PC Cafe Leaf Clover Box;;;;
12488;캐시상자_보라;Valkyrie Mercenary Scroll;;;;
12489;캐시상자_보라;Ticket Gift Box II;;;;
12490;생명보험증서;Christmas Music Box;;;;
12491;눈의결정;Curious Snowball;;;;
12492;구겨진종이뭉치;Wrinkled Sheaf of Paper;;;;
12493;대만백소진스크롤;Lucky Egg IV;;;;
12497;풍선껌;[NotForSale] Bubble Gum;;;;
12501;힘요리10;[NotForSale] Steamed Tongue;;;;
12502;어질요리10;[NotForSale] Steamed Desert Scorpions;;;;
12503;인트요리10;[NotForSale] Dragon Breath Cocktail;;;;
12504;덱요리10;[NotForSale] Hwergelmir's Tonic;;;;
12505;럭요리10;[NotForSale] Cooked Nine Tail;;;;
12506;바탈요리10;[NotForSale] Stew of Immortality;;;;
12507;노랑나비날개;Yellow Butterfly Wing;;;;
12508;초록나비날개;[NotForSale] Green Butterfly Wing;;;;
12509;빨간나비날개;[NotForSale] Red Butterfly Wing;;;;
12510;파란나비날개;[NotForSale] Blue Butterfly Wing;;;;
12514;그린에일;[NotForSale] Abrasive;;;;
12515;싸고;[NotForSale] Medium Life Potion;;;;
12516;굴라만;[NotForSale] Small Life Potion;;;;
12522;빛의주문서;[NotForSale] Level 10 Blessing Scroll;;;;
12523;빛의주문서;[NotForSale] Level 10 Increase Agility Scroll;;;;
12529;초록상자;White Slim Potion Box;;;;
12530;초록상자;Mastela Fruit Box;;;;
12531;초록상자;White Potion Box;;;;
12532;초록상자;Royal Jelly Box;;;;
12533;초록상자;Blue Herb Box;;;;
12534;초록상자;Yggdrasil Seed Box;;;;
12535;초록상자;Yggdrasil Berry Box;;;;
12536;떡국;Octopus Rice Cake Soup;;;;
12537;솔로의선물바구니;Gift Basket;;;;
12538;커플의이벤트바구니;Firecracker Basket;;;;
12539;화려한상자;Fancy Box;;;;
12540;초록상자;Operator Warp Box;;;;
12541;포춘쿠키;Fortune Cookie;;;;
12542;포춘쿠키;Fortune Cookie;;;;
12543;포춘쿠키;Fortune Cookie;;;;
12544;어린나뭇가지;Strange Branch;;;;
12545;벚꽃스크롤;Fortune Egg;;;;
12546;검은물체;Suspicious Dishes;;;;
12547;오래된파란상자;Treasure Box;;;;
12548;구매노점허가증2;Black Market Bulk Buyer Shop License;;;;
12549;오래된노란상자;White Slim Potion Box(100);;;;
12550;오래된노란상자;Poison Bottle Box;;;;
12553;브리싱가멘조각상자;Brisingamen Keep Box;;;;
12554;아스프리카조각상자;Asprika Piece Box;;;;
12555;브륀힐트조각상자;Brynhild Piece Box;;;;
12556;슬레이프니르조각상자;Sleipnir Keep Box;;;;
12557;묘르닐조각상자;Mjolnir Keep Box;;;;
12558;메긴기오르드조각상자;Megingjord Keep Box;;;;
12559;라면모자;Tenkaippin Chunky;;;;
12560;라면모자;Tenkaippin Crisp;;;;
12561;신비한씨앗;Mysterious Seed;;;;
12562;풍선껌;Bubble Gum+;;;;
12563;전투교범;BM75;;;;
12564;선물상자_2;3D Glasses Box;;;;
12565;번호상자01;Cheering Scarf Box;;;;
12566;선물상자_1;Cheering Scarf II Box;;;;
12567;번호상자01;Cheering Scarf Box;;;;
12568;번호상자01;Cheering Scarf Box;;;;
12569;번호상자01;Cheering Scarf Box;;;;
12570;번호상자01;Cheering Scarf Box;;;;
12571;번호상자02;Cheering Scarf Box;;;;
12572;번호상자02;Cheering Scarf Box;;;;
12573;과일바구니;Fruit Basket;;;;
12574;모라베리;Mora Berry;;;;
12575;엘프의화살통;Elf's Arrow Quiver;;;;
12576;사냥용화살통;Hunting Arrow Quiver;;;;
12577;축구공;Fortune Egg;;;;
12578;활면수F;Rapid Life Potion;;;;
12579;보물상자_;Valkyrie Ring Box;;;;
12580;만능카탈로그실버;Window Shopper Catalogue;;;;
12581;만능카탈로그골드;Bargain Hunter's Catalogue;;;;
12582;택배상자;Siege Supply Box;;;;
12583;벼락의상자;Public Relations Box;;;;
12584;햇빛의상자;Development Team Box;;;;
12585;헐떡이는상자;Marketing Team Box;;;;
12586;폭우의상자;Operation Team Box;;;;
12587;졸린상자;A Summer Night's Box;;;;
12588;졸린상자;A Summer Night's Box;;;;
12589;졸린상자;A Summer Night's Box;;;;
12590;코인홀더;Coin Holder;;;;
12591;만능카탈로그골드;Black Market Catalogue;;;;
12595;열혈스크롤;Incarnation of Morocc Doll Box;;;;
12596;과라나사탕;Magic Candy;;;;
12599;대추;Kurma;;;;
12600;주문서다발;Treasure Chest Summon Book;;;;
12601;럭요리02;Cold Watermelon Juice;;;;
12602;선물상자_1;Special Box I;;;;
12603;선물상자_1;Special Box II;;;;
12604;선물상자_2;Special Box III;;;;
12605;선물상자_2;Special Box IV;;;;
12606;선물상자_3;Special Box V;;;;
12607;캐시상자_빨강;Delicious Lollipop Box;;;;
12608;화려한상자;Colorful Box II;;;;
12609;오래된보라상자;Old Ore Box;;;;
12610;깜짝스크롤;Mysterious Egg;;;;
12611;주문서다발;Mobile Eden Scroll;;;;
12612;허름한주머니;Shabby Coin Bag;;;;
12613;무한가죽주머니;Premium Coin Bag;;;;
12614;무한가죽주머니;Normal Coin Bag;;;;
12615;무한가죽주머니;Poor Coin Bag;;;;
12616;고급주머니;S Grade Coin Bag;;;;
12617;평범한주머니;A Grade Coin Bag;;;;
12618;평범한주머니;B Grade Coin Bag;;;;
12619;평범한주머니;C Grade Coin Bag;;;;
12620;평범한주머니;D Grade Coin Bag;;;;
12621;평범한주머니;E Grade Coin Bag;;;;
12622;탑승용고삐;Boarding Halter;;;;
12623;화려한상자;High Weapon Box;;;;
12624;맛있는젤리;Delicious Jelly;;;;
12625;빨간꾸러미;Sapha Certification Bag;;;;
12626;주문서다발;Wanderman Scroll;;;;
12627;주문서다발;Wicked Nymph Scroll;;;;
12628;주문서다발;Kasa Scroll;;;;
12629;주문서다발;Salamander Scroll;;;;
12630;주문서다발;Teddy Bear Scroll;;;;
12631;반짝이는돌;Kurusa Stone A(1hour);;;;
12632;반짝이는돌;Kurusa Stone B;;;;
12633;신묘_통조림;Malang Cat Can;;;;
12634;반짝이는돌;Kurusa Stone A(24hours);;;;
12635;반짝이는돌;Kurusa Stone A(7days);;;;
12636;말랑도특산통조림;Malangdo Special Can;;;;
12637;주머니;Gong Bug Pocket;;;;
12638;번호상자02;Dried Squid Box;;;;
12639;번호상자03;Flying Fish Box;;;;
12640;번호상자01;Starfish Box;;;;
12641;데빌스크롤;Lucky Egg VIII;;;;
12642;초록상자;Mastela Fruit Box(100);;;;
12643;허름한주머니;E Coin Pack50;;;;
12644;캐시상자_노랑;PC Cafe Coupon BoxIV;;;;
12645;빛의주문서;Sacred Scroll;;;;
12646;문어구이;Flame-Grilled Octopus;;;;
12647;먹물볼;Ink Ball;;;;
12648;응급처치상자;Comprehensive Potion Set;;;;
12649;pro선물상자;Level 70 Bounty;;;;
12650;pro선물상자;Level 90 Bounty;;;;
12651;pro선물상자;Level 110 Bounty;;;;
12652;pro선물상자;Level 130 Bounty;;;;
12653;pro선물상자;Level 150 Bounty;;;;
12654;엔젤스크롤;Fortune EggIX;;;;
12658;낡은마법진;Transformation Scroll(Deviruchi);;;;
12659;낡은마법진;Transformation Scroll(Raydric Archer);;;;
12660;낡은마법진;Transformation Scroll(Mavka);;;;
12661;낡은마법진;Transformation Scroll(Marduk);;;;
12662;낡은마법진;Transformation Scroll(Banshee);;;;
12663;낡은마법진;Transformation Scroll(Poring);;;;
12664;낡은마법진;Transformation Scroll(Golem);;;;
12672;선물상자_2;New Beginning Box;;;;
12673;토끼스크롤;Safe to 7 Chance Box;;;;
12674;보물상자_;God Material Box;;;;
12675;철상자;Siege Weapon Supply Box;;;;
12676;응급처치상자;Siege Violet Potion Box;;;;
12677;화살통;Siege Arrow Quiver S;;;;
12678;화살통;Siege Arrow Quiver A;;;;
12679;응급처치상자;Siege White Potion Box;;;;
12680;응급처치상자;Siege Blue Potion Box;;;;
12681;레몬네스티;Lemon Nestea;;;;
12682;레몬네스티;Black Nestea;;;;
12683;응급처치상자;WoE Violet Potion 200pc Box;;;;
12684;태국향수ASPD;ASPD Enhanced Potion;;;;
12685;용맹한의지;Gryphon Egg Scroll;;;;
12690;낡은카드첩_빨강;Headgear Card Album;;;;
12691;낡은카드첩_까망;Armor Card Album;;;;
12692;낡은카드첩_갈색;Shield Card Album;;;;
12693;낡은카드첩_파랑;Garment Card Album;;;;
12694;낡은카드첩_초록;Shoes Card Album;;;;
12695;낡은카드첩_노랑;Accessory Card Album;;;;
12696;폭죽;RWC Celebration Firecracker;;;;
12697;폭죽;RWC Celebration Firecracker 2;;;;
12698;낡은카드첩_빨강;Weapon Card Album;;;;
12699;벨트;Tikbalang Belt;;;;
12700;뒤집어진셔츠;Inside-out Shirt;;;;
12701;오래된파란상자;Old Blue Box;;;;
12702;오래된파란상자;Old Blue Box;;;;
12703;성스러운알;Holy Egg;;;;
12704;태양신의상징;Elixir of Life;;;;
12705;금목걸이;Noble Nameplate;;;;
12706;월병;Lucky Cookie;;;;
12707;월병;Lucky Cookie;;;;
12708;월병;Lucky Cookie;;;;
12709;구약사탕;Old Candy;;;;
12710;구약푸딩;Old Pudding;;;;
12711;브리젤_;Pretzel;;;;
12712;초록에일;Green Beer;;;;
12713;어머니의악몽;Monster Extract;;;;
12714;찢어진스크롤;Easter Scroll;;;;
12715;보물상자_;Black Treasure Chest;;;;
12716;송편;Indian Rice Cake;;;;
12717;독_감각마비;Paralysis;;;;
12718;독_거머리;Leech End;;;;
12719;독_망각의재;Oblivion Curse;;;;
12720;독_상처오염;Death Hurt;;;;
12721;독_신경마비;Toxin;;;;
12722;독_열병;Pyrexia;;;;
12723;독_웃음버섯;Magic Mushroom;;;;
12724;독_체력저하;Venom Bleed;;;;
12725;룬스톤_노씨즈;Nosiege Runestone;;;;
12726;룬스톤_라이도;Rhydo Runestone;;;;
12727;룬스톤_베르카나;Verkana Runestone;;;;
12728;룬스톤_아이샤;Isia Runestone;;;;
12729;룬스톤_에이시르;Asir Runestone;;;;
12730;룬스톤_우르즈;Urj Runestone;;;;
12731;룬스톤_튜리서스;Turisus Runestone;;;;
12732;룬스톤_페르쓰;Pertz Runestone;;;;
12733;룬스톤_하갈라즈;Hagalas Runestone;;;;
12734;룬의원석_고급;Quality Rough Runestone;;;;
12735;룬의원석_고대;Ancient Rough Runestone;;;;
12736;룬의원석_신비;Mystic Rough Runestone;;;;
12737;룬의원석_일반;General Rough Runestone;;;;
12738;룬의원석_희귀;Rare Rough Runestone;;;;
12739;눈의결정;Snow Flower;;;;
12740;빛의주문서;Amplification Scroll;;;;
12741;마녀의주문서;Intellect Amplification Scroll;;;;
12742;선물상자_1;Valentine Gift Box;;;;
12743;선물상자_1;Valentine Gift Box;;;;
12744;선물상자_3;Chocolate Box;;;;
12745;빨간상자;Vivid Notation;;;;
12746;눈의결정;Destruction Scroll;;;;
12747;엘리멘탈_지;Royal Scroll;;;;
12748;엘리멘탈_지;Immune Scroll;;;;
12749;엘리멘탈_지;Mystic Scroll;;;;
12750;엘리멘탈_지;Battle Scroll;;;;
12751;엘리멘탈_지;Armor Scroll;;;;
12752;엘리멘탈_지;Prayer Scroll;;;;
12753;엘리멘탈_지;Soul Scroll;;;;
12754;만두;New Year Dumplings;;;;
12760;초록버블껌;Green Bubble Gum;;;;
12761;노란버블껌;Yellow Bubble Gum;;;;
12762;주홍버블껌;Orange Bubble Gum;;;;
12763;빨간버블껌;Red Bubble Gum;;;;
12764;보물상자;Augustus Commercial Box;;;;
12765;캐시상자_노랑;Summer Night Box;;;;
12766;전투교범;[NotForSale] JOB Battle Manual;;;;
12767;선물상자_1;World Cup Hat of Passion Box;;;;
12768;선물상자_3;World Cup Hat of Fight Box;;;;
12769;선물상자_4;World Cup Hat of Victory Box;;;;
12770;선물상자_2;World Cup Hat of Honor Box;;;;
12771;선물상자_1;World Cup Hat of Passion Box 2;;;;
12772;선물상자_3;World Cup Hat of Fight Box 2;;;;
12773;선물상자_4;World Cup Hat of Victory Box 2;;;;
12774;빈포션병;Empty Potion Bottle;;;;
12775;고대정령의대부적;Greater Agimat of Ancient Spirit;;;;
12778;주문서다발;Baphomet Jr Ally Scroll;;;;
12779;주문서다발;Galapago Scroll;;;;
12784;parfait;Glitter Parfait;;;;
12785;군용지수;Dragon Egg;;;;
12786;조직원의증표;Character Position Change Coupon;;;;
12787;주문서다발;Diabolic Scroll;;;;
12788;폭죽;Digital Firework;;;;
12789;코모도열대과일;Fruit Platter;;;;
12790;조직원의증표;Name Change Coupon;;;;
12791;노란색감기약;Combat Drug;;;;
12792;연두색감기약;Luxury Battle Medicine;;;;
12793;햇빛의상자;Battle Medicine Box;;;;
12794;햇빛의상자;Luxury Battle Medicine Box;;;;
12795;RWC특수스크롤;2011 RWC Scroll;;;;
12796;태국향수ATK;Red Booster;;;;
12797;주문서다발;Wish Maiden Scroll;;;;
12798;주문서다발;Zealotus Scroll;;;;
12799;캐시상자_노랑;PC Cafe Coupon Box V;;;;
12800;주문서다발;Ktullanux Scroll;;;;
12801;주문서다발;Eddga Scroll;;;;
12802;햇빛의상자;Guardian of Time Box;;;;
12803;선물상자_1;Novice Support Box;;;;
12804;크루스크롤;Crew Egg;;;;
12805;요정의마법가루;Mystic Powder;;;;
12806;주문서다발;Scaraba Summoning Scroll;;;;
12807;주문서다발;Mercenary Summoning Bundle;;;;
12808;선물상자_1;Mother's Gentle Heart Box;;;;
12809;번호상자05;Level Up box;;;;
12810;pro선물상자;Event Gift Box;;;;
12811;pro선물상자;GM Event Gift Box;;;;
12812;스노우플립;Snow Flip;;;;
12813;페오니마미;Peony Mommy;;;;
12814;사다귀;Slapping Herb;;;;
12815;세계수의먼지;Yggdrasil Dust;;;;
12816;오래된보라상자;Old Ore Box;;;;
12817;낡은카드첩;Old Card Album;;;;
12818;화려한상자;Advanced Weapon Box;;;;
12819;음식보자기;Zherlthsh Exchange Ticket Box;;;;
12820;주문서다발;Nine Tail Summon Scroll;;;;
12821;주문서다발;Loli Ruri Summon Scroll;;;;
12822;선물상자_1;Songpyun Box(50);;;;
12823;주문서다발;Sedora Summon Scroll;;;;
12824;주문서다발;Deviruchi Summon Scroll;;;;
12825;발아새싹;Flip Seed;;;;
12826;풍자리스크롤;Wind Type Scroll;;;;
12827;수자리스크롤;Sofiel Aqua Scroll;;;;
12828;화자리스크롤;Aeon Firesong Scroll;;;;
12829;토자리스크롤;Geheimnis Terra Scroll;;;;
12830;상인전직상자;Ancient Tree Wooden Box;;;;
12831;응급처치상자;Potion Box;;;;
12832;우베잼;Mysterious Life Potion;;;;
12833;조직의단결력;Union of Organization;;;;
12834;암흑의의지;Nucleus of Undead;;;;
12835;성스러운알;Heart of Girl;;;;
12836;양장본;RJC2014 Book Card;;;;
12837;나무보물상자;Wooden Chest;;;;
12838;철보물상자;Iron Chest;;;;
12839;동보물상자;Copper Chest;;;;
12840;은보물상자;Silver Chest;;;;
12841;금보물상자;Gold Chest;;;;
12842;백금보물상자;Platinum Chest;;;;
12843;진주보물상자;Pearl Chest;;;;
12844;다이아보물상자;Diamond Chest;;;;
12845;나비의날개;Amatsu Butterfly Wing;;;;
12846;풋사과;Little Unripe Apple;;;;
12847;상인전직상자;Old Equipment Box;;;;
12848;늑대피리;Falcon Flute;;;;
12849;수리용키트;Combination Kit;;;;
12850;천상스크롤;Heaven Scroll;;;;
12851;사명스크롤;Vocation Scroll;;;;
12852;지혜스크롤;Wisdom Scroll;;;;
12853;성원스크롤;Patron Scroll;;;;
12854;커다란꽃가지;Abundant Eggplant Flower;;;;
12855;교황스크롤;Pope Scroll;;;;
12856;RG황금사과조각;RG Golden Apple Slice;;;;
12857;RG황금사과;RG Golden Apple;;;;
12858;RG황금포션;RG Kvasir;;;;
12860;어머니날케이크;Mommy Day Cake;;;;
12863;주문서다발;Treasure Chest Summoned II;;;;
12871;깜짝스크롤;Mysterious Egg II;;;;
12872;전투교범;Limited Battle Manual;;;;
12873;오래된노란상자;TE Potion Box;;;;
12874;가축의피;Frost Giant's Blood;;;;
12875;옐로우젬스톤;Golem's Core;;;;
12876;하늘색보석;Fairy's Tear(Stun);;;;
12877;하늘색보석;Fairy's Tear(Stone Curse);;;;
12878;하늘색보석;Fairy's Tear(Freezing);;;;
12879;하늘색보석;Fairy's Tear(Sleep);;;;
12880;하늘색보석;Fairy's Tear(Curse);;;;
12881;하늘색보석;Fairy's Tear(Silence);;;;
12882;하늘색보석;Fairy's Tear(Darkness);;;;
12883;마아모울;Almighty;;;;
12884;집중포션;Infinite Concentration Potion;;;;
12885;각성포션;Infinite Awakening Potion;;;;
12886;버서크포션;Infinite Berserk Potion;;;;
12887;파리의날개;Infinite Fly Wing;;;;
12888;빨간상자;Siege Support Box;;;;
12889;보물상자_;Weapon Box(Spear);;;;
12890;보물상자_;Weapon Box(Mace);;;;
12891;보물상자_;Weapon Box(Dagger);;;;
12892;보물상자_;Weapon Box(Axe);;;;
12893;보물상자_;Weapon Box(Bow);;;;
12894;보물상자_;Weapon Box(Sword);;;;
12895;보물상자_;Weapon Box(Knuckle);;;;
12896;보물상자_;Weapon Box(Book);;;;
12897;보물상자_;Weapon Box(Guitar);;;;
12898;보물상자_;Weapon Box(Whip);;;;
12899;보물상자_;Weapon Box(Staff);;;;
12900;오래된보라상자;Battle Manual Box(10);;;;
12901;오래된보라상자;Insurance Package Box(10);;;;
12902;오래된보라상자;Bubble Gum Box(10);;;;
12903;오래된보라상자;Steamed Tongue Box(10);;;;
12904;오래된보라상자;Steamed Desert Scorpions Box(10);;;;
12905;오래된보라상자;Dragon Breath Cocktail Box(10);;;;
12906;오래된보라상자;Hwergelmir's Tonic Box(10);;;;
12907;오래된보라상자;Cooked Nine Tail's Tails Box(10);;;;
12908;오래된보라상자;Stew of Immortality Box(10);;;;
